1  9.2159440823955489E-04
2  2.3540332182335982E-04
3  2.7252243990180609E-04
4  8.3610587263760893E-05
5  3.6011006047880377E-05
6  1.1952014976565495E-05
7  8.9015728600926962E-07
8  7.1843707917210170E-07
9  1.3448767301694908E-07
10  3.7076388214495981E-08
11  1.2146827544498092E-08
12  1.6321484917609774E-09
