1  8.3739177882050948E-05
2  7.1524846754180611E-05
3  2.1970874452769448E-05
4  4.9057911965481547E-06
5  1.7798987551478883E-06
6  2.5853946927305579E-07
7  3.7734425702918419E-08
8  9.3849200311677085E-09
