1  7.0008621949242136E-03
2  7.7587385417147501E-05
3  3.1965510709526309E-05
4  3.2102582289257046E-05
5  3.2212560069404234E-05
6  3.2304469484047241E-05
7  3.2374409798048187E-05
8  3.2421254146767610E-05
9  3.2444088060664234E-05
10  3.2442190853794975E-05
11  3.2415053586819690E-05
12  1.7414107273955046E-06
13  1.5364187801103227E-07
14  2.3391336948907131E-08
15  3.8048833418414524E-09
