  1.6656340774726380e-01   3.4288445629172500e-02   4.6000000000000002e-01   3.4288445629172500e-02
  1.6680475215754942e-01   3.4302623730029208e-02   4.6000000000000002e-01   3.4594094225413860e-02
  1.6702059159987642e-01   3.4314929993674415e-02   4.6000000000000002e-01   3.4899742821655227e-02
  1.6721191186551018e-01   3.4325542749629068e-02   4.6000000000000002e-01   3.5205391417896588e-02
  1.6738837305998744e-01   3.4335085871485149e-02   4.6000000000000002e-01   3.5511040014137948e-02
  1.6752159532875027e-01   3.4342160171310025e-02   4.6000000000000002e-01   3.5816688610379316e-02
  1.6773844274586092e-01   3.4353769328791993e-02   4.6000000000000002e-01   3.6122337206620676e-02
  1.6823245864418027e-01   3.4404194350399778e-02   4.6000000000000002e-01   3.6427985802862037e-02
  1.6883064984162871e-01   3.4520370890374526e-02   4.6000000000000002e-01   3.6733634399103397e-02
  1.6939221256181775e-01   3.4687409872323889e-02   4.6000000000000002e-01   3.7039282995344765e-02
  1.6994893198581956e-01   3.4913566806949410e-02   4.6000000000000002e-01   3.7344931591586125e-02
  1.7048413748883731e-01   3.5195171683441689e-02   4.6000000000000002e-01   3.7650580187827486e-02
  1.7099449036901068e-01   3.5532453419127405e-02   4.6000000000000002e-01   3.7956228784068853e-02
  1.7147298409274864e-01   3.5923350217837352e-02   4.6000000000000002e-01   3.8261877380310214e-02
  1.7191353909568471e-01   3.6365612813405224e-02   4.6000000000000002e-01   3.8567525976551574e-02
  1.7230985489296899e-01   3.6855983875661441e-02   4.6000000000000002e-01   3.8873174572792935e-02
  1.7265582531671403e-01   3.7390327132826563e-02   4.6000000000000002e-01   3.9178823169034302e-02
  1.7294562297010721e-01   3.7963467008069081e-02   4.6000000000000002e-01   3.9484471765275662e-02
  1.7317393627619321e-01   3.8569161179615126e-02   4.6000000000000002e-01   3.9790120361517023e-02
  1.7333622636090162e-01   3.9200114159086877e-02   4.6000000000000002e-01   4.0095768957758390e-02
  1.7342900592821647e-01   3.9848090334312573e-02   4.6000000000000002e-01   4.0401417553999751e-02
  1.7345009558581875e-01   4.0504126749045806e-02   4.6000000000000002e-01   4.0707066150241111e-02
  1.7339881658068937e-01   4.1158840060987308e-02   4.6000000000000002e-01   4.1012714746482479e-02
  1.7327608264152439e-01   4.1802798249151479e-02   4.6000000000000002e-01   4.1318363342723839e-02
  1.7308437001033922e-01   4.2426911442709450e-02   4.6000000000000002e-01   4.1624011938965200e-02
  1.7282756609488564e-01   4.3022793732615611e-02   4.6000000000000002e-01   4.1929660535206560e-02
  1.7251072576545567e-01   4.3583039816414398e-02   4.6000000000000002e-01   4.2235309131447928e-02
  1.7213975282421407e-01   4.4101428303887587e-02   4.6000000000000002e-01   4.2540957727689288e-02
  1.7172115234093679e-01   4.4572905805512125e-02   4.6000000000000002e-01   4.2846606323930649e-02
  1.7126147730876409e-01   4.4993836010652447e-02   4.6000000000000002e-01   4.3152254920172009e-02
  1.7076818355898951e-01   4.5360991703448220e-02   4.6000000000000002e-01   4.3457903516413376e-02
  1.7024530629480386e-01   4.5674266522449179e-02   4.6000000000000002e-01   4.3763552112654737e-02
  1.6970913929593395e-01   4.5927905136700350e-02   4.6000000000000002e-01   4.4069200708896097e-02
  1.6913015609507123e-01   4.6135181939494715e-02   4.6000000000000002e-01   4.4374849305137465e-02
  1.6864322679982405e-01   4.6261101687950529e-02   4.6000000000000002e-01   4.4680497901378825e-02
  1.6841833822341543e-01   4.6307539606010709e-02   4.6000000000000002e-01   4.4986146497620186e-02
  1.6827226067092313e-01   4.6337234586613096e-02   4.6000000000000002e-01   4.5291795093861553e-02
  1.6808197386112084e-01   4.6375601006285197e-02   4.6000000000000002e-01   4.5597443690102914e-02
  1.6787493289594538e-01   4.6416980715090116e-02   4.6000000000000002e-01   4.5903092286344274e-02
  1.6764133166077497e-01   4.6463215356848983e-02   4.6000000000000002e-01   4.6208740882585642e-02
  1.6737990192826341e-01   4.6514389478827002e-02   4.6000000000000002e-01   4.6514389478827002e-02
