1  1.1253351249485414E-02
2  3.2709050284916274E-03
3  8.7508691687749924E-04
4  3.0024900043396973E-04
5  9.1160974568847310E-05
6  5.0901842624142489E-05
7  4.1178853717316220E-05
8  3.0693745676148527E-05
9  2.2056923928815775E-05
10  1.4747271328666198E-05
11  9.7417121649106949E-06
12  6.5721845906743204E-06
13  4.2514943140634046E-06
14  3.0011396254099406E-06
15  1.8393379104040729E-06
16  1.2408463465345113E-06
17  7.4181895189845481E-07
18  4.7301412231189500E-07
19  3.2454381206458661E-07
20  1.8868195808422504E-07
21  1.2265011483370724E-07
22  7.9591641439428359E-08
23  4.4696200873669461E-08
24  2.9850984668958037E-08
25  1.8249335424854186E-08
26  1.1146858557312779E-08
27  7.5667221322890014E-09
