 -3.4999999999999998e-01   8.6973633832766262e-04  -3.4999999999999998e-01   4.9412294307735541e-02
 -3.3339956884619143e-01   8.6973633832766262e-04  -3.3537546249010836e-01   4.9412294307735541e-02
 -3.1688538122135290e-01   8.6973633832766262e-04  -3.2082690323118634e-01   4.9412294307735541e-02
 -3.0054189768776268e-01   8.6973633832766262e-04  -3.0642872972805713e-01   4.9412294307735541e-02
 -2.8445009063527249e-01   8.6973633832766262e-04  -2.9225227649858243e-01   4.9412294307735541e-02
 -2.6868588883083966e-01   8.6973633832766262e-04  -2.7836443476324674e-01   4.9412294307735541e-02
 -2.5331883283044632e-01   8.6973633832766262e-04  -2.6482646789888625e-01   4.9412294307735541e-02
 -2.3841098754370119e-01   8.6973633832766262e-04  -2.5169305343707898e-01   4.9412294307735541e-02
 -2.2401614104904891e-01   8.6973633832766262e-04  -2.3901157724169259e-01   4.9412294307735541e-02
 -2.1017930088166195e-01   8.6973633832766262e-04  -2.2682168975193900e-01   4.9412294307735541e-02
 -1.9693648206049574e-01   8.6973633832766262e-04  -2.1515511923985858e-01   4.9412294307735541e-02
 -1.8431476641260056e-01   8.6973633832766262e-04  -2.0403572407345771e-01   4.9412294307735541e-02
 -1.7233260121757085e-01   8.6973633832766262e-04  -1.9347975581451121e-01   4.9412294307735541e-02
 -1.6100029730877582e-01   8.6973633832766262e-04  -1.8349629803247391e-01   4.9412294307735541e-02
 -1.5032068257705991e-01   8.6973633832766262e-04  -1.7408784202382752e-01   4.9412294307735541e-02
 -1.4028986601777660e-01   8.6973633832766262e-04  -1.6525095991715855e-01   4.9412294307735541e-02
 -1.3089806948364704e-01   8.6973633832766262e-04  -1.5697703742526375e-01   4.9412294307735541e-02
 -1.2213048845722363e-01   8.6973633832766262e-04  -1.4925303216275429e-01   4.9412294307735541e-02
 -1.1396814870730151e-01   8.6973633832766262e-04  -1.4206222833752780e-01   4.9412294307735541e-02
 -1.0638873196129953e-01   8.6973633832766262e-04  -1.3538496414613502e-01   4.9412294307735541e-02
 -9.9367350131339072e-02   8.6973633832766262e-04  -1.2919931384632516e-01   4.9412294307735541e-02
 -9.2877253727862319e-02   8.6973633832766262e-04  -1.2348171185056725e-01   4.9412294307735541e-02
 -8.6890465570986841e-02   8.6973633832766262e-04  -1.1820751100886720e-01   4.9412294307735541e-02
 -8.1378335583430828e-02   8.6973633832766262e-04  -1.1335147136655244e-01   4.9412294307735541e-02
 -7.6312016243773484e-02   8.6973633832766262e-04  -1.0888817902592487e-01   4.9412294307735541e-02
 -7.1662861201322481e-02   8.6973633832766262e-04  -1.0479239731533799e-01   4.9412294307735541e-02
 -6.7402751667689886e-02   8.6973633832766262e-04  -1.0103935433147768e-01   4.9412294307735541e-02
 -6.3504356604153767e-02   8.6973633832766262e-04  -9.7604972157495418e-02   4.9412294307735541e-02
 -5.9941333533733099e-02   8.6973633832766262e-04  -9.4466043773094865e-02   4.9412294307735541e-02
 -5.6688477141414895e-02   8.6973633832766262e-04  -9.1600363967372811e-02   4.9412294307735541e-02
 -5.3721822797605290e-02   8.6973633832766262e-04  -8.8986820540220779e-02   4.9412294307735541e-02
