1  1.1484776573139904E-02
2  3.3045774369070284E-03
3  6.6461147032831553E-04
4  3.5536310388477625E-04
5  1.0462546900512039E-04
6  5.3894032361402730E-05
7  4.8464838230007611E-05
8  3.1235144124062777E-05
9  2.1247038508767524E-05
10  1.3710667901791079E-05
11  7.8747608547190555E-06
12  5.4181757218455327E-06
13  3.3325555107330618E-06
14  2.1132963761583360E-06
15  1.2685577131921695E-06
16  5.9515331926274215E-07
17  3.7687326276488322E-07
18  2.2482655382969568E-07
19  1.2702330299849671E-07
20  7.2037278166313286E-08
21  4.1060745702740232E-08
22  2.4457771003565444E-08
23  1.2114472046093509E-08
24  7.7773605112173799E-09
