1  1.0991719902268047E-02
2  3.0792597829031592E-03
3  7.9019923282731932E-04
4  3.8239669948163058E-04
5  1.3625589905910093E-04
6  6.9215239595047832E-05
7  8.0269748342210976E-05
8  2.6649544552167364E-05
9  1.6785488848663204E-05
10  1.1467526627069856E-05
11  7.4464707539905329E-06
12  4.8696542462079958E-06
13  3.2173448163668728E-06
14  2.4161800498037345E-06
15  1.4063177093117535E-06
16  9.0894016935991251E-07
17  5.4040514428849536E-07
18  3.8116797347202336E-07
19  2.1193694539920451E-07
20  1.4629762551954496E-07
21  8.4290920388010676E-08
22  5.7880356723105235E-08
23  3.3382246206322332E-08
24  2.2207015714719907E-08
25  1.3105860252929826E-08
26  9.3138381209157241E-09
