1  1.0879448589289260E-02
2  3.0283988109221381E-03
3  7.8671323449776351E-04
4  3.8912302309315452E-04
5  1.0654914160656491E-04
6  7.5042002608954411E-05
7  6.1547556870524490E-05
8  4.8167261911081159E-05
9  3.2877554093902637E-05
10  2.3057329239959719E-05
11  1.5435198807557252E-05
12  1.0176366181394535E-05
13  6.8033238529341442E-06
14  4.7505226115484416E-06
15  3.1668797007133268E-06
16  1.9599446310975691E-06
17  1.2813505755991316E-06
18  8.5645628812622004E-07
19  5.4790651106543354E-07
20  3.2149433347651424E-07
21  2.3984762495450048E-07
22  1.3860300341571527E-07
23  8.8413477343276938E-08
24  6.4358928628261006E-08
25  3.6790403637960554E-08
26  2.4429642573309696E-08
27  1.5363118606064417E-08
28  1.0565620735944979E-08
29  6.0784646526253321E-09
