1  1.4012534985986720E-04
2  6.4179616797406758E-05
3  7.7743481729011707E-05
4  1.5786210729464861E-05
5  2.0246919260756928E-06
6  2.4382130266010000E-07
7  3.1570504598454186E-08
8  4.4931774167140800E-09
