1  5.3943318628866950E-03
2  9.8912847797789789E-04
3  1.7795270461013639E-04
4  3.2301170492359203E-05
5  5.2201502885072810E-06
6  8.3273685082379488E-07
7  1.2513756269412493E-07
8  1.8989528653526311E-08
9  2.7020087091337453E-09
