1  7.3364726643310373E-03
2  5.6606713857929801E-04
3  4.1331503768912297E-04
4  7.7971601646566509E-05
5  2.5428247759637738E-05
6  8.4288887580071555E-06
7  2.6867585476465773E-06
8  8.6365471964814243E-07
9  2.7649677093286118E-07
10  8.8320486384329296E-08
11  2.8382311433648023E-08
12  9.0848962525814547E-09
