1  1.4387340586203678E-02
2  3.1643636896803266E-03
3  5.9876399817692737E-04
4  1.0957810080726696E-04
5  1.3937206558791958E-05
6  3.0072321112731461E-06
7  7.2536088824764495E-07
8  1.6463019650240370E-07
9  4.2002550239927912E-08
10  9.3521066764721843E-09
